Year,Geography,GeographyType,Indicator,Drug type,Value,ValueType
2017,Maury,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,7,Count
2017,Maury,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,7,Count
2017,Maury,County,Drug Overdose Deaths Involving Cocaine, Cocaine,5,Count
2017,Maury,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,2,Count
2017,Maury,County,Drug Overdose Deaths Involving Heroin, Heroin,6,Count
2017,Maury,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2017,Maury,County,Drug Overdose Deaths Involving All Opioids, All Opioids,12,Count
2017,Maury,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,5,Count
2017,Maury,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,7,Count
2017,Maury,County,All Drug Overdose Deaths,All Drug Overdose Deaths,16,Count
2017,Maury,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Count
2017,Maury,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Maury,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Maury,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,Maury,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Maury,County,Drug Overdose Deaths Involving Heroin, Heroin,,Rate
2017,Maury,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Maury,County,Drug Overdose Deaths Involving All Opioids, All Opioids,14,Rate
2017,Maury,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Maury,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Maury,County,All Drug Overdose Deaths,All Drug Overdose Deaths,18,Rate
2017,Maury,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,McMinn,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,4,Count
2017,McMinn,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,4,Count
2017,McMinn,County,Drug Overdose Deaths Involving Cocaine, Cocaine,1,Count
2017,McMinn,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2017,McMinn,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2017,McMinn,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2017,McMinn,County,Drug Overdose Deaths Involving All Opioids, All Opioids,6,Count
2017,McMinn,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,2,Count
2017,McMinn,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,4,Count
2017,McMinn,County,All Drug Overdose Deaths,All Drug Overdose Deaths,16,Count
2017,McMinn,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),3,Count
2017,McMinn,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,McMinn,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,McMinn,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,McMinn,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2017,McMinn,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2017,McMinn,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,McMinn,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,McMinn,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,McMinn,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,McMinn,County,All Drug Overdose Deaths,All Drug Overdose Deaths,35,Rate
2017,McMinn,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,McNairy,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,1,Count
2017,McNairy,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,2,Count
2017,McNairy,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2017,McNairy,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2017,McNairy,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2017,McNairy,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,3,Count
2017,McNairy,County,Drug Overdose Deaths Involving All Opioids, All Opioids,3,Count
2017,McNairy,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2017,McNairy,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,1,Count
2017,McNairy,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2017,McNairy,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
2017,McNairy,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,McNairy,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,McNairy,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2017,McNairy,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2017,McNairy,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2017,McNairy,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,McNairy,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,McNairy,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,McNairy,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,McNairy,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,McNairy,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Meigs,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Count
2017,Meigs,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Count
2017,Meigs,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Count
2017,Meigs,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Count
2017,Meigs,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2017,Meigs,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,2,Count
2017,Meigs,County,Drug Overdose Deaths Involving All Opioids, All Opioids,2,Count
2017,Meigs,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Count
2017,Meigs,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Count
2017,Meigs,County,All Drug Overdose Deaths,All Drug Overdose Deaths,5,Count
2017,Meigs,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count
2017,Meigs,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,0,Rate
2017,Meigs,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,0,Rate
2017,Meigs,County,Drug Overdose Deaths Involving Cocaine, Cocaine,0,Rate
2017,Meigs,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,0,Rate
2017,Meigs,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2017,Meigs,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Meigs,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Meigs,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Meigs,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,0,Rate
2017,Meigs,County,All Drug Overdose Deaths,All Drug Overdose Deaths,,Rate
2017,Meigs,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,92,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,75,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,60,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,106,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Heroin, Heroin,59,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,52,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,159,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,59,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,69,Count
2017,Memphis and Shelby Metro,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,207,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),39,Count
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,10,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,8,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,6,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,12,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Heroin, Heroin,7,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,6,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,17,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,7,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,8,Rate
2017,Memphis and Shelby Metro,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,22,Rate
2017,Memphis and Shelby Metro,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),4,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,68,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,73,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,47,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,67,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Heroin, Heroin,58,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,99,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,200,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,41,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,69,Count
2017,Mid-Cumberland,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,268,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),29,Count
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving All Stimulants, All Stimulants,5,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,6,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Cocaine, Cocaine,4,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Fentanyl, Fentanyl,5,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Heroin, Heroin,5,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,8,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving All Opioids, All Opioids,16,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,3,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,5,Rate
2017,Mid-Cumberland,Region,All Drug Overdose Deaths,All Drug Overdose Deaths,21,Rate
2017,Mid-Cumberland,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),2,Rate
2017,Monroe,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,8,Count
2017,Monroe,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,1,Count
2017,Monroe,County,Drug Overdose Deaths Involving Cocaine, Cocaine,2,Count
2017,Monroe,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,1,Count
2017,Monroe,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Count
2017,Monroe,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,5,Count
2017,Monroe,County,Drug Overdose Deaths Involving All Opioids, All Opioids,5,Count
2017,Monroe,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,3,Count
2017,Monroe,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,1,Count
2017,Monroe,County,All Drug Overdose Deaths,All Drug Overdose Deaths,10,Count
2017,Monroe,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),7,Count
2017,Monroe,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,,Rate
2017,Monroe,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,,Rate
2017,Monroe,County,Drug Overdose Deaths Involving Cocaine, Cocaine,,Rate
2017,Monroe,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,,Rate
2017,Monroe,County,Drug Overdose Deaths Involving Heroin, Heroin,0,Rate
2017,Monroe,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,,Rate
2017,Monroe,County,Drug Overdose Deaths Involving All Opioids, All Opioids,,Rate
2017,Monroe,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,,Rate
2017,Monroe,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,,Rate
2017,Monroe,County,All Drug Overdose Deaths,All Drug Overdose Deaths,23,Rate
2017,Monroe,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate
2017,Montgomery,County,Drug Overdose Deaths Involving All Stimulants, All Stimulants,6,Count
2017,Montgomery,County,Drug Overdose Deaths Involving Benzodiazepines, Benzodiazepines,10,Count
2017,Montgomery,County,Drug Overdose Deaths Involving Cocaine, Cocaine,5,Count
2017,Montgomery,County,Drug Overdose Deaths Involving Fentanyl, Fentanyl,5,Count
2017,Montgomery,County,Drug Overdose Deaths Involving Heroin, Heroin,2,Count
2017,Montgomery,County,Drug Overdose Deaths Involving Prescription Opioids, Prescription Opioids,15,Count
2017,Montgomery,County,Drug Overdose Deaths Involving All Opioids, All Opioids,22,Count
2017,Montgomery,County,Drug Overdose Deaths Involving Opioids and Any Stimulant, Opioids and Any Stimulant,3,Count
2017,Montgomery,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines, All Opioids and Benzodiazepines,10,Count
2017,Montgomery,County,All Drug Overdose Deaths,All Drug Overdose Deaths,37,Count
2017,Montgomery,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine), Psychostimulants with Abuse Potential (Including Methamphetamine),1,Count
